source_file,original,s1,assumption,preprocessed,canonical
first_file.json,"\Leftrightarrow (-3 + 3)\,x = 2 \cdot 3 + 2",0 = 8,\left( x\neq \frac{2}{1}\right) \wedge \left( y = 3\right),x*Leftrightarrow(-3 + 3)=2 + 2*3,x*Leftrightarrow(0) - 8
first_file.json,"-5\,x + 4 = 5","-5\,x = -1",\left( x\ge -\frac{5}{2}\right) \wedge \left( x < -\frac{1}{7}\right),4 - 5*x=5,-5*x - 1
first_file.json,x = -\frac{1}{5},\textrm{falsch},\left( x\ge -\frac{5}{2}\right) \wedge \left( x < -\frac{1}{7}\right),x=-1/5,x + 1/5
first_file.json,"8\,x\le 9",x < \frac{9}{8},\left( x\neq 1.75\right) \wedge \left( x\le \frac{7}{4}\right),8*x=9,8*x - 9
first_file.json,"8\,x\le 9",x < \frac{9}{8},\left( x\neq 1.75\right) \wedge \left( x\le \frac{7}{4}\right),8*x=9,8*x - 9
first_file.json,"\Leftrightarrow x\,(3 + 4\,a) = 0",0 = 0,a = -\frac{3}{4},Leftrightarrow*x(4*a + 3)=0,Leftrightarrow*x(4*a + 3)
first_file.json,"\Leftrightarrow x\,(3 + 4\,a) = 0","x = \frac{0}{3 + 4\,a}",a\neq -\frac{3}{4},Leftrightarrow*x(4*a + 3)=0,Leftrightarrow*x(4*a + 3)
first_file.json,"\Leftrightarrow x\,(3 + 4\,a) = 0",0 = 0,a = -\frac{3}{4},Leftrightarrow*x(4*a + 3)=0,Leftrightarrow*x(4*a + 3)
first_file.json,"\Leftrightarrow x\,(3 + 4\,a) = 0","x = \frac{0}{3 + 4\,a}",a\neq -\frac{3}{4},Leftrightarrow*x(4*a + 3)=0,Leftrightarrow*x(4*a + 3)
first_file.json,"\Leftrightarrow x\,(3 + 4\,a) = 0",0 = 0,a = -\frac{3}{4},Leftrightarrow*x(4*a + 3)=0,Leftrightarrow*x(4*a + 3)
first_file.json,"\Leftrightarrow x\,(3 + 4\,a) = 0","x = \frac{0}{3 + 4\,a}",a\neq -\frac{3}{4},Leftrightarrow*x(4*a + 3)=0,Leftrightarrow*x(4*a + 3)
first_file.json,"\Leftrightarrow x\,(-1-3\,a) = 8",0 = 8,a = -\frac{1}{3},Leftrightarrow*x(-3*a - 1)=8,Leftrightarrow*x(-3*a - 1) - 8
first_file.json,"\Leftrightarrow x\,(-1-3\,a) = 8","x = \frac{8}{-1-3\,a}",a\neq -\frac{1}{3},Leftrightarrow*x(-3*a - 1)=8,Leftrightarrow*x(-3*a - 1) - 8
first_file.json,"\Leftrightarrow x\,(-1-3\,a) = 8",0 = 8,a = -\frac{1}{3},Leftrightarrow*x(-3*a - 1)=8,Leftrightarrow*x(-3*a - 1) - 8
first_file.json,"\Leftrightarrow x\,(-1-3\,a) = 8","x = \frac{8}{-1-3\,a}",a\neq -\frac{1}{3},Leftrightarrow*x(-3*a - 1)=8,Leftrightarrow*x(-3*a - 1) - 8
first_file.json,"-2\,d-2\le -5\,d-2","3\,d\le -3",\textrm{wahr},-2*d - 2=-5*d - 2,3*d
first_file.json,"x\,(2 + 4\,a) = 4","x = \frac{4}{2 + 4\,a}",\textrm{wahr},x(4*a + 2)=4,x(4*a + 2) - 4
first_file.json,"-2\,d-2\le -5\,d-2","3\,d\le -3",\textrm{wahr},-2*d - 2=-5*d - 2,3*d
first_file.json,"x\,(5 + 4\,a) = 6","x = \frac{6}{5-4\,a}",a\neq -\frac{5}{4},x(4*a + 5)=6,x(4*a + 5) - 6
first_file.json,"\Leftrightarrow 2\,x-6 = 36","2\,x = 42",\textrm{wahr},Leftrightarrow*(2*x) - 6=36,2*Leftrightarrow*x - 42
first_file.json,\Leftrightarrow 3.497 = 3.638,\textrm{falsch},x = \frac{\sqrt{5} + 4}{4},Leftrightarrow*3.497=3.63800000000000,3.497*Leftrightarrow - 3.638
first_file.json,"\Leftrightarrow -2\,x + 1-4\,x + 6 = 5","-6\,x + 7 = 5",x < 0.5,(-4*x + ((Leftrightarrow - 2*x) + 1)) + 6=5,Leftrightarrow - 6*x + 2
first_file.json,"x\,(2 + 4\,a) = 4","x = \frac{4}{2 + 4\,a}",a = -0.5,x(4*a + 2)=4,x(4*a + 2) - 4
first_file.json,\Leftrightarrow \sqrt{8-8 + 1} = 2-3,1 = -1,\textrm{wahr},Leftrightarrow*sqrt((-8 + 8) + 1)=-3 + 2,Leftrightarrow + 1
first_file.json,\Leftrightarrow \sqrt{8-8 + 1} = 2-3,1 = -1,\textrm{wahr},Leftrightarrow*sqrt((-8 + 8) + 1)=-3 + 2,Leftrightarrow + 1
first_file.json,\Leftrightarrow \sqrt{8-8 + 1} = 2-3,1 = -1,\textrm{wahr},Leftrightarrow*sqrt((-8 + 8) + 1)=-3 + 2,Leftrightarrow + 1
first_file.json,"2\,x + 3-6\,x + 5 = 7","4\,x + 8 = 7",\left( x\ge -1.5\right) \wedge \left( x < \frac{5}{6}\right),(-6*x + (2*x + 3)) + 5=7,1 - 4*x
first_file.json,"x\,(2\,y-2) = -3\,y-4","x = \frac{-3\,y-4}{2\,y-4}",\left( x\neq -\frac{3}{2}\right) \wedge \left( y\neq 1\right),x(2*y - 2)=-3*y - 4,3*y + x(2*y - 2) + 4
first_file.json,"2\,x + 3-6\,x + 5 = 7","4\,x + 8 = 7",\left( x\ge -1.5\right) \wedge \left( x < \frac{5}{6}\right),(-6*x + (2*x + 3)) + 5=7,1 - 4*x
first_file.json,"x\,(2\,y-2) = -3\,y-4",\textrm{wahr},\left( x\neq -\frac{3}{2}\right) \wedge \left( y\neq 1\right),x(2*y - 2)=-3*y - 4,3*y + x(2*y - 2) + 4
first_file.json,"x\,(2\,y-2) = -3\,y-4",\textrm{wahr},\left( x\neq -\frac{3}{2}\right) \wedge \left( y\neq 1\right),x(2*y - 2)=-3*y - 4,3*y + x(2*y - 2) + 4
first_file.json,x\le -1,\left( x > -2\right) \wedge \left( x\le -1\right),\left( x\neq -1\right) \wedge \left( x > -2\right),x=-1,x + 1
first_file.json,x\ge -1,\left( x\ge -1\right) \wedge \left( x < 1\right),\left( x\neq -1\right) \wedge \left( x < 1\right),x=-1,x + 1
first_file.json,\Leftrightarrow 5 \cdot \frac{7}{5} + 1-1 = 7,7 = 7,\textrm{wahr},((7/5)*(Leftrightarrow*5) + 1) - 1=7,7*Leftrightarrow - 7
first_file.json,x = \frac{4}{7},\textrm{falsch},\left( x\ge -\frac{7}{5}\right) \wedge \left( x\ge 2\right),x=4/7,x - 4/7
first_file.json,"(5 + 2\,a)\,x = -9",15 = -9,a = 5,x*(2*a + 5)=-9,x*(2*a + 5) + 9
first_file.json,"(5 + 2\,a)\,x = -9","x = \frac{-9}{5 + 2\,a}",a\neq 5,x*(2*a + 5)=-9,x*(2*a + 5) + 9
first_file.json,x = \frac{4}{7},\textrm{falsch},\left( x\ge -\frac{7}{5}\right) \wedge \left( x\ge 2\right),x=4/7,x - 4/7
first_file.json,x = \frac{4}{7},\textrm{falsch},\left( x\ge -\frac{7}{5}\right) \wedge \left( x\ge 2\right),x=4/7,x - 4/7
first_file.json,x = \frac{4}{7},\textrm{falsch},\left( x\ge -\frac{7}{5}\right) \vee \left( x\ge 2\right),x=4/7,x - 4/7
first_file.json,"\big(2,5 + a\big)\,x = -4","5\,x = -4",\textrm{wahr},"x*big(2, a*big + 5)=-4","x*big(2, a*big + 5) + 4"
first_file.json,"(5 + 2\,a)\,x = -9","\big(2,5 + a\big)\,x = -4",\textrm{wahr},x*(2*a + 5)=-9,x*(2*a + 5) + 9
first_file.json,"5\,x = -4","x = -\frac{\big(4,5\big)}{5}",\textrm{wahr},5*x=-4,5*x + 4
first_file.json,"(5 + 2\,a)\,x = -9","x = \frac{-9}{5 + 2\,a}",a\neq 5,x*(2*a + 5)=-9,x*(2*a + 5) + 9
first_file.json,x = \frac{4}{7},\textrm{falsch},\left( x\ge -\frac{7}{5}\right) \vee \left( x\ge 2\right),x=4/7,x - 4/7
first_file.json,x = \frac{4}{7},\textrm{falsch},\left( x\ge -\frac{7}{5}\right) \wedge \left( x\ge 2\right),x=4/7,x - 4/7
first_file.json,x = -\frac{1}{2},\left( -\frac{1}{2} > -\frac{3}{7}\right) \wedge \left( -\frac{1}{2} < 2\right),\left( x < 2\right) \wedge \left( x < -\frac{3}{7}\right),x=-1/2,x + 1/2
first_file.json,x = -\frac{1}{2},\left( -\frac{1}{2} > -\frac{3}{7}\right) \wedge \left( -\frac{1}{2} < 2\right),\left( x < 2\right) \wedge \left( x < -\frac{3}{7}\right),x=-1/2,x + 1/2
first_file.json,"x\,(x + 3)\le 2",\left( x + \frac{3}{2}\right)^{2}\le \frac{9}{4},\textrm{wahr},x(x + 3)=2,x(x + 3) - 2
first_file.json,"x\,(x + 3)\le 2",\left( x = 0\right) \vee \left( \left( x + 3\le -2\right) \vee \left( x + 3\le 2\right)\right),\textrm{wahr},x(x + 3)=2,x(x + 3) - 2
first_file.json,"x\,(x + 3)\le 2",x = 0,\textrm{wahr},x(x + 3)=2,x(x + 3) - 2
first_file.json,x = -\frac{1}{2},\left( -\frac{1}{2} > -\frac{3}{7}\right) \wedge \left( -\frac{1}{2} < 2\right),\left( x < 2\right) \wedge \left( x < -\frac{3}{7}\right),x=-1/2,x + 1/2
first_file.json,x = -\frac{1}{2},\left( -\frac{1}{2} > -\frac{3}{7}\right) \wedge \left( -\frac{1}{2} < 2\right),\left( x < 2\right) \wedge \left( x < -\frac{3}{7}\right),x=-1/2,x + 1/2
first_file.json,"(-2 + 4\,a)\,x = 1","x = \frac{1}{-2 + 4\,a}",\textrm{wahr},x*(4*a - 2)=1,2*x*(2*a - 1) - 1
first_file.json,"x\,(x + 3)\le 2",\left( x + 3\le -2\right) \vee \left( x + 3\le 2\right),\textrm{wahr},x(x + 3)=2,x(x + 3) - 2
first_file.json,"y + 4\le -3\,y-4","4\,y + 8\ge 0",\textrm{wahr},y + 4=-3*y - 4,4*y + 8
first_file.json,"4\,y + 8\ge 0","4\,y\ge 8",\textrm{wahr},4*y + 8=0,4*y + 8
first_file.json,"4\,y\ge 8",y\le 2,\textrm{wahr},4*y=8,4*y - 8
first_file.json,"4\,y\le 8",y\ge 2,\textrm{wahr},4*y=8,4*y - 8
first_file.json,"x\,(x + 3)\le 2",x + 3\le \frac{2}{x},\textrm{wahr},x(x + 3)=2,x(x + 3) - 2
first_file.json,x = -\frac{1}{2},\left( -\frac{1}{2} > -\frac{3}{7}\right) \wedge \left( -\frac{1}{2} < 2\right),\textrm{wahr},x=-1/2,x + 1/2
first_file.json,"-6\,x = 8","x = -\frac{4}{3}\,\frac{3}{7}",\textrm{wahr},-6*x=8,-6*x - 8
first_file.json,"x\,(x + 3)\le 2",x\le \frac{2}{x + 3},\textrm{wahr},x(x + 3)=2,x(x + 3) - 2
first_file.json,"x\,(x + 3)\le 2",x\le \frac{2}{x + 3},\textrm{wahr},x(x + 3)=2,x(x + 3) - 2
first_file.json,"x\,(x + 3)\le 2",x\ge \frac{2}{x + 3},\textrm{wahr},x(x + 3)=2,x(x + 3) - 2
first_file.json,"x\,(x + 3)\le 2",x\ge \frac{2}{x + 3},\textrm{wahr},x(x + 3)=2,x(x + 3) - 2
first_file.json,"2\,x\ge x + 3",x\le 3,\textrm{wahr},2*x=x + 3,x - 3
first_file.json,"\Leftrightarrow 4\,x-6 = 16","4\,x = 16 + 6",\textrm{wahr},Leftrightarrow*(4*x) - 6=16,4*Leftrightarrow*x - 22
first_file.json,x = -\frac{1}{2},\left( -\frac{1}{2} > -\frac{3}{7}\right) \wedge \left( -\frac{1}{2} < 2\right),\textrm{wahr},x=-1/2,x + 1/2
first_file.json,x\ge 13,\textrm{wahr},\left( x\neq -2\right) \wedge \left( x\le 2\right),x=13,x - 13
first_file.json,x\ge 13,\textrm{wahr},\left( x\neq -2\right) \wedge \left( x\le 2\right),x=13,x - 13
first_file.json,"\Leftrightarrow 4\,x-6 = 16","4\,x = 16 + 6",\textrm{wahr},Leftrightarrow*(4*x) - 6=16,4*Leftrightarrow*x - 22
first_file.json,"3\,x-1 + 7\,x + 3 = 4","10\,x = 4",x\ge \frac{1}{3},(7*x + (3*x - 1)) + 3=4,10*x - 2
first_file.json,"-3\,x + 1-7\,x-3 = 4","-10\,x = 2",x < -\frac{3}{7},(-7*x + (1 - 3*x)) - 3=4,-10*x - 6
first_file.json,x = 0,\textrm{wahr},\left( x\ge -\frac{3}{7}\right) \wedge \left( x < \frac{1}{3}\right),x=0,x
first_file.json,x = \frac{4}{10},\textrm{wahr},x\ge \frac{1}{3},x=4/10,x - 2/5
first_file.json,"-5\,x-8 = 5",x = \frac{3}{5},x < -\frac{3}{2},-5*x - 8=5,-5*x - 13
first_file.json,"-5\,x-8 = 5","-5\,x = -3",x < -\frac{3}{2},-5*x - 8=5,-5*x - 13
first_file.json,x = 0,\textrm{wahr},\left( x\ge -\frac{3}{7}\right) \wedge \left( x < \frac{1}{3}\right),x=0,x
first_file.json,x = -\frac{6}{10},\textrm{wahr},x < -\frac{3}{7},x=-6/10,x + 3/5
first_file.json,"\Leftrightarrow x\,(-3-a) = -1",0 = -1,a = -3,Leftrightarrow*x(-a - 3)=-1,Leftrightarrow*x(-a - 3) + 1
first_file.json,"\Leftrightarrow x\,(-3-a) = -1",x = \frac{-1}{-3-a},a\neq -3,Leftrightarrow*x(-a - 3)=-1,Leftrightarrow*x(-a - 3) + 1
first_file.json,"(-3-3)\,x = -1",0 = -1,a = -3,x*(-3 - 3)=-1,1 - 6*x
first_file.json,"(-3 + a)\,x = -1",0 = -1,a = -3,x*(a - 3)=-1,x*(a - 3) + 1
first_file.json,"(-3 + a)\,x = -1",0 = 5,a = -3,x*(a - 3)=-1,x*(a - 3) + 1
first_file.json,"(-3 + a)\,x = -1",x = \frac{-1}{-3-a},a\neq -3,x*(a - 3)=-1,x*(a - 3) + 1
first_file.json,"(-3 + a)\,x = -1",x = \frac{-1}{-3 + a},a\neq -3,x*(a - 3)=-1,x*(a - 3) + 1
first_file.json,x = \frac{1}{6},\textrm{wahr},a = -3,x=1/6,x - 1/6
first_file.json,x = \frac{1}{6},\textrm{falsch},a = -3,x=1/6,x - 1/6
first_file.json,"(-3 + a)\,x = -1",x = \frac{-1}{-3 + a},a\neq -3,x*(a - 3)=-1,x*(a - 3) + 1
first_file.json,x = \frac{1}{6},\textrm{falsch},a = -3,x=1/6,x - 1/6
first_file.json,"(-3 + a)\,x = -1",x = \frac{-1}{-3 + a},a\neq -3,x*(a - 3)=-1,x*(a - 3) + 1
first_file.json,x = \frac{1}{6},\textrm{falsch},a = -3,x=1/6,x - 1/6
first_file.json,"(-3 + a)\,x = -1",x = \frac{-1}{-3 + a},a\neq -3,x*(a - 3)=-1,x*(a - 3) + 1
first_file.json,x = \frac{1}{6},\textrm{falsch},a = -3,x=1/6,x - 1/6
first_file.json,"(-3 + a)\,x = -1",x = -\frac{1}{-3 + a},a\neq -3,x*(a - 3)=-1,x*(a - 3) + 1
first_file.json,"-5\,x + 5\ge 2\,(-2\,x-4)","-5\,x + 5\le -4\,x-8",\left( x\neq -2\right) \wedge \left( x\le 2\right),5 - 5*x=2*(-2*x - 4),13 - x
first_file.json,x\le 13,\textrm{falsch},\left( x\neq -2\right) \wedge \left( x\le 2\right),x=13,x - 13
first_file.json,"(-3 + a)\,x = -1",x = -\frac{1}{-3 + a},a\neq -3,x*(a - 3)=-1,x*(a - 3) + 1
first_file.json,"(-3 + a)\,x = -1",x = -\frac{1}{-3 + a},a\neq -3,x*(a - 3)=-1,x*(a - 3) + 1
first_file.json,"(-3 + a)\,x = -1",x = -\frac{1}{-3 + a},a\neq -3,x*(a - 3)=-1,x*(a - 3) + 1
first_file.json,y\ge 2,"\mathbb{L} = \left[2,\infty \right)",\textrm{wahr},y=2,y - 2
first_file.json,y\ge 2,"\mathbb{L} = \left[2,\infty \right)",\textrm{wahr},y=2,y - 2
first_file.json,"-5\,x-8 = 5","-5\,x = -3",x < -\frac{6}{2},-5*x - 8=5,-5*x - 13
first_file.json,"(-3 + a)\,x = -1",x = -\frac{1}{-3 + a},a\neq -3,x*(a - 3)=-1,x*(a - 3) + 1
first_file.json,"-5\,x-8 = 5","-5\,x = -3",x < -3,-5*x - 8=5,-5*x - 13
first_file.json,"(-3 + a)\,x = -1",x = -\frac{1}{-3 + a},a\neq -3,x*(a - 3)=-1,x*(a - 3) + 1
first_file.json,"\Leftrightarrow \left( x + 1\right)^{2} + \frac{2}{7}\,x = 0","0 + \frac{2}{7}\,x = 0",x = -1,(2/7)*x + Leftrightarrow(x + 1)**2=0,2*x/7 + Leftrightarrow(x + 1)**2
first_file.json,"4\,y\le 8",y\ge 2,\textrm{wahr},4*y=8,4*y - 8
first_file.json,"-3\,g + 4\le -4\,g-z","-1\,g\le -z-4",\textrm{wahr},4 - 3*g=-4*g - z,g + z + 4
first_file.json,"-1\,g\le -z-4",g\le z + 4,\textrm{wahr},-g=-z - 4,-g + z + 4
first_file.json,"-3\,g + 4\le -4\,g-z","-1\,g\ge -z-4",\textrm{wahr},4 - 3*g=-4*g - z,g + z + 4
first_file.json,"s-2\ge 2\,s + x",-s\le x,\textrm{wahr},s - 2=2*s + x,-s - x - 2
first_file.json,"-3\,g + 4\le -4\,g-z","1\,g\ge -z-4",\textrm{wahr},4 - 3*g=-4*g - z,g + z + 4
first_file.json,"1\,g\ge -z-4",g\le z + 4,\textrm{wahr},1*g=-z - 4,g + z + 4
first_file.json,g\le -z-4,"\mathbb{L} = \left(-\infty ,-z-4\right]",\textrm{wahr},g=-z - 4,g + z + 4
first_file.json,"-4\,y + 1\ge 4\,p","-4\ge 4\,p-1",\textrm{wahr},1 - 4*y=4*p,-4*p - 4*y + 1
first_file.json,"-4\ge 4\,p-1","y\le \frac{4\,p-1}{-4}",\textrm{wahr},-4=4*p - 1,-4*p - 3
first_file.json,"-(4\,x-7) + 7\,x-5 = 7","3\,x-2 = 7",\left( x < \frac{7}{4}\right) \wedge \left( x\ge \frac{5}{7}\right),(7*x + (7 - 4*x)) - 5=7,3*x - 5
first_file.json,"-3\,d-5\ge -5\,d-2\,b","-8\,d-5\ge -2\,b",\textrm{wahr},-3*d - 5=-2*b - 5*d,2*b + 2*d - 5
first_file.json,x\le \frac{60}{26},\left( x > \frac{9}{4}\right) \wedge \left( x\le \frac{60}{26}\right),\left( x\neq 2.25\right) \wedge \left( x > \frac{9}{4}\right),x=60/26,x - 30/13
first_file.json,"x\,(9\,x + 13) = 0","9\,x + 13 = 0",\textrm{wahr},x(9*x + 13)=0,x(9*x + 13)
first_file.json,"x\,(9\,x + 13) = 0","9\,x + 13 = 0",\textrm{wahr},x(9*x + 13)=0,x(9*x + 13)
first_file.json,\Leftrightarrow \sqrt{1} = -1,\textrm{falsch},\textrm{wahr},sqrt(1)*Leftrightarrow=-1,Leftrightarrow + 1
first_file.json,\Leftrightarrow \sqrt{9} = 3,\textrm{wahr},\textrm{wahr},sqrt(9)*Leftrightarrow=3,3*Leftrightarrow - 3
first_file.json,\Leftrightarrow \sqrt{1} = -1,\textrm{falsch},\textrm{wahr},sqrt(1)*Leftrightarrow=-1,Leftrightarrow + 1
first_file.json,\Leftrightarrow \sqrt{9} = 3,\textrm{wahr},\textrm{wahr},sqrt(9)*Leftrightarrow=3,3*Leftrightarrow - 3
first_file.json,\Leftrightarrow \sqrt{9} = 3,\textrm{wahr},\textrm{wahr},sqrt(9)*Leftrightarrow=3,3*Leftrightarrow - 3
first_file.json,\Leftrightarrow \sqrt{9} = 3,\textrm{wahr},\textrm{wahr},sqrt(9)*Leftrightarrow=3,3*Leftrightarrow - 3
first_file.json,\Leftrightarrow \sqrt{9} = 3,\textrm{wahr},\textrm{wahr},sqrt(9)*Leftrightarrow=3,3*Leftrightarrow - 3
first_file.json,x\le \frac{60}{26},\left( x > \frac{9}{4}\right) \wedge \left( x\le \frac{60}{26}\right),\left( x\neq 2.25\right) \wedge \left( x > \frac{9}{4}\right),x=60/26,x - 30/13
first_file.json,\Leftrightarrow 1 = 0,\textrm{falsch},\textrm{wahr},Leftrightarrow*1=0,Leftrightarrow
first_file.json,"2\,x-6\le 7",\left( x\le \frac{13}{3}\right) \wedge \left( x\ge -\frac{1}{2}\right),\textrm{wahr},2*x - 6=7,2*x - 13
first_file.json,"-2\,x + 3 = 2 + a\,x",1 = 0,a = -1,3 - 2*x=a*x + 2,-a*x - 2*x + 1
first_file.json,x-3 = 12,x = 9,\textrm{wahr},x - 3=12,x - 15
first_file.json,"x \cdot 2 + 4\,x + 3 = 0","(x + 3)\,(x + 1) = 0",\textrm{wahr},(x*2 + 4*x) + 3=0,6*x + 3
first_file.json,"(-1-a)\,x = o",x = o,\textrm{wahr},x*(-a - 1)=o,-o - x*(a + 1)
first_file.json,"x\,(5-a) = 1",x = \frac{1}{5-a},\textrm{wahr},x(5 - a)=1,x(5 - a) - 1
first_file.json,x-3 = 4,x = 19,\textrm{wahr},x - 3=4,x - 7
first_file.json,4 + 3 + y\ge 0,y\le -7,\textrm{wahr},y + (3 + 4)=0,y + 7
first_file.json,"x\,(5-a) = 1",x = \frac{1}{5-a},\textrm{wahr},x(5 - a)=1,x(5 - a) - 1
first_file.json,"2\,x\ge x + 3",x\le 3,\textrm{wahr},2*x=x + 3,x - 3
first_file.json,"x\,(5-a) = 1",x = \frac{1}{5-a},\textrm{wahr},x(5 - a)=1,x(5 - a) - 1
first_file.json,"2\,x\ge x + 3",x\le 3,\textrm{wahr},2*x=x + 3,x - 3
first_file.json,"x\,(5-a) = 1",x = \frac{1}{5-a},\textrm{wahr},x(5 - a)=1,x(5 - a) - 1
first_file.json,"-5\,a + 3\,a\le -2\,w-2","-2\,a\le -2\,W-2",\textrm{wahr},-5*a + 3*a=-2*w - 2,-2*a + 2*w + 2
first_file.json,"-2\,a\le -2\,W-2","a\ge \frac{2\,w-2}{-2}",\textrm{wahr},-2*a=-2*W - 2,2*W - 2*a + 2
first_file.json,"x\,(5-a) = 1",x = \frac{1}{5-a},\textrm{wahr},x(5 - a)=1,x(5 - a) - 1
first_file.json,x\le -1,\left( x > -2\right) \wedge \left( x\le -1\right),\left( x\neq -1\right) \wedge \left( x > -2\right),x=-1,x + 1
first_file.json,x\ge -1,\left( x\ge -1\right) \wedge \left( x < 1\right),\left( x\neq -1\right) \wedge \left( x < 1\right),x=-1,x + 1
first_file.json,x\le -1,\left( x > -2\right) \wedge \left( x\le -1\right),\left( x\neq -1\right) \wedge \left( x > -2\right),x=-1,x + 1
first_file.json,x\ge -1,\left( x\ge -1\right) \wedge \left( x < 1\right),\left( x\neq -1\right) \wedge \left( x < 1\right),x=-1,x + 1
first_file.json,x\le -1,\left( x > -2\right) \wedge \left( x\le -1\right),\left( x\neq -1\right) \wedge \left( x > -2\right),x=-1,x + 1
first_file.json,x\ge -1,\left( x\ge -1\right) \wedge \left( x < 1\right),\left( x\neq -1\right) \wedge \left( x < 1\right),x=-1,x + 1
first_file.json,"2\,x = 3 + 2\,a\,x","x\,(2 + a) = 3",\textrm{wahr},2*x=2*(a*x) + 3,-2*a*x + 2*x - 3
first_file.json,"x\,(2 + a) = 3",x = \frac{3}{2 + a},\textrm{wahr},x(a + 2)=3,x(a + 2) - 3
first_file.json,\Leftrightarrow 6 = 6,\textrm{wahr},\textrm{wahr},Leftrightarrow*6=6,6*Leftrightarrow - 6
first_file.json,"2\,x\ge x + 3",x\le 3,\textrm{wahr},2*x=x + 3,x - 3
first_file.json,"2\,x-2\,a\,x = 3","x\,(2-2\,a\,x) = 3",\textrm{wahr},2*x - 2*a*x=3,2*x*(1 - a) - 3
first_file.json,"2\,x-2\,a\,x = 3","x\,(2-2\,a\,x) = 3",\textrm{wahr},2*x - 2*a*x=3,2*x*(1 - a) - 3
first_file.json,"x\,(2-2\,a\,x) = 3","x = \frac{3}{2-2\,a}",\textrm{wahr},x(2 - 2*a*x)=3,x(-2*a*x + 2) - 3
first_file.json,"5\,x\ge 21",x < \frac{21}{5},x\neq 3.5,5*x=21,5*x - 21
first_file.json,"5\,x\ge 21",x < \frac{21}{5},x\neq 3.5,5*x=21,5*x - 21
first_file.json,"-3\,x + 7\le 4\,(-2\,x + 7)","-3\,x + 7\ge -8\,x + 28",x\neq 3.5,7 - 3*x=4*(7 - 2*x),5*x - 21
first_file.json,"5\,x\ge 21",x < \frac{21}{5},x\neq 3.5,5*x=21,5*x - 21
first_file.json,"-3\,x + 7\le -8\,x + 28","5\,x\ge 21",x\neq 3.5,7 - 3*x=28 - 8*x,5*x - 21
first_file.json,"(2-2\,a)\,x = 3","x = \frac{3}{2-2\,a}",\textrm{wahr},x*(2 - 2*a)=3,2*x*(1 - a) - 3
first_file.json,x = -\frac{15}{7},\textrm{falsch},x < -\frac{3}{6},x=-15/7,x + 15/7
first_file.json,x = -\frac{3}{7},\textrm{wahr},x\ge -6,x=-3/7,x + 3/7
first_file.json,"(2-2\,a)\,x = 3","x = \frac{3}{2-2\,a}",\textrm{wahr},x*(2 - 2*a)=3,2*x*(1 - a) - 3
first_file.json,x = -\frac{3}{7},\textrm{wahr},x\ge -6,x=-3/7,x + 3/7
first_file.json,x = -\frac{15}{7},\textrm{falsch},x < -\frac{3}{6},x=-15/7,x + 15/7
first_file.json,"(2-2\,a)\,x = 3","x = \frac{3}{2-2\,a}",\textrm{wahr},x*(2 - 2*a)=3,2*x*(1 - a) - 3
first_file.json,"\Leftrightarrow 5\,x + 3-3 = 4",x = \frac{4}{5},\textrm{wahr},(Leftrightarrow*(5*x) + 3) - 3=4,5*Leftrightarrow*x - 4
first_file.json,"(2-2\,a)\,x = 3","x = \frac{3}{2-2\,a}",\textrm{wahr},x*(2 - 2*a)=3,2*x*(1 - a) - 3
first_file.json,"(2-2\,a)\,x = 3","x = \frac{3}{2-2\,a}",\textrm{wahr},x*(2 - 2*a)=3,2*x*(1 - a) - 3
first_file.json,"(2-2\,a)\,x = 3","x = \frac{3}{2-2\,a}",\textrm{wahr},x*(2 - 2*a)=3,2*x*(1 - a) - 3
first_file.json,"(2-2\,a)\,x = 3","x = \frac{3}{2-2\,a}",\textrm{wahr},x*(2 - 2*a)=3,2*x*(1 - a) - 3
first_file.json,\Leftrightarrow 4\ge 4,\textrm{wahr},x\neq 3.5,Leftrightarrow*4=4,4*Leftrightarrow - 4
first_file.json,"y = \sin{\left(2\,x\right)}-3","\sin{\left(2\,x\right)} = y\,x \cdot 3",\textrm{wahr},y=sin(2*x) - 3,y - sin(2*x) + 3
first_file.json,"(-4-4\,y)\,x = 3\,y + 4",0 = 1,\left( x\neq -\frac{3}{4}\right) \wedge \left( y\neq -1\right),x*(-4*y - 4)=3*y + 4,-4*x*(y + 1) - 3*y - 4
first_file.json,"(-4-4\,y)\,x = 3\,y + 4",0 = 1,\left( x\neq -\frac{3}{4}\right) \wedge \left( y\neq -1\right),x*(-4*y - 4)=3*y + 4,-4*x*(y + 1) - 3*y - 4
first_file.json,"-14\,x\le -17",x\ge \frac{17}{4},\left( x\neq 1.5\right) \wedge \left( x < \frac{6}{4}\right),-14*x=-17,17 - 14*x
first_file.json,"\Leftrightarrow 2\,x + 3 = 4","2\,x = 1",x > -\frac{3}{2},Leftrightarrow*(2*x) + 3=4,2*Leftrightarrow*x - 1
first_file.json,"-25\,x\le -50",x\le \frac{50}{25},\left( x\neq 2\right) \wedge \left( x > \frac{8}{4}\right),-25*x=-50,50 - 25*x
first_file.json,"-25\,x\ge -50",x\ge \frac{50}{25},\left( x\neq 2\right) \wedge \left( x < \frac{8}{4}\right),-25*x=-50,50 - 25*x
first_file.json,x = -\frac{3}{7},\textrm{wahr},x\ge -6,x=-3/7,x + 3/7
first_file.json,x = -\frac{15}{7},\textrm{falsch},x < -\frac{3}{6},x=-15/7,x + 15/7
